Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2016-01-31,3.0,0.93023255813953,3.225,0.60851926977688,-34.584178498986,-9.1197001224497,-1.6838181323271,-1.6921810848322,21.445165143754,0.35417490614382
2015-07-31,2.95,0.91270022361155,3.2321675,0.61586638830898,-32.522599164927,-6.9704463081095,-2.6720668427322,-8.1937717236852,27.821725976437,2.5894268914888
2015-01-31,2.9,0.86307340439304,3.360085,0.60542797494781,-29.852087682672,-1.2572290948214,-2.5779246146428,-4.2378928411682,31.987837113346,4.1165402750444
2014-07-31,2.9,0.74274891372971,3.904415,0.60479666319082,-18.573201251303,15.673641357198,-2.3053427374875,0.30324583807164,45.419544388056,23.567729517738
2014-01-31,2.8,0.73721847469498,3.79806,0.6055145071184,-17.864984681925,18.397942960432,1.6246202673242,7.4710296666402,79.74300776038,16.989750659544
2013-07-31,2.75,0.77775617343963,3.5358125,0.60351133869788,-22.40352962692,8.8567957746555,-1.4274803987875,12.769830308009,51.721423884176,16.381638590362
2013-01-31,2.7,0.73694682928627,3.663765,0.61821737782336,-16.110992916259,17.369667483023,-2.6474746065379,10.349678256518,42.653998037885,22.477417159532
2012-07-31,2.04,0.82484431063637,2.473194,0.47140381282496,-42.849358752166,-18.205922447613,-26.344646815903,-23.77607384314,-17.063648172154,-13.066910851824
2012-01-31,2.04,0.78823946715012,2.588046,0.486035995254,-38.339043462101,-9.9368376163617,-23.253993948973,-11.858441538173,-13.076242669209,-9.6153370466477
2011-07-31,2.2,0.69752031527918,3.15403,0.54120541205412,-22.410086100861,18.821451510016,-12.828528342503,9.2967906075518,12.638579043954,15.000136015895
