Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2016-01-31,4.0,0.93023255813953,4.3,0.81135902636917,-12.778904665314,4.1136269006413,12.632267840866,12.622687136158,39.129125120625,14.967018574737
2015-07-31,4.0,0.91270022361155,4.3826,0.83507306889353,-8.5052192066806,7.3428785634196,12.30259734805,5.9313349590871,47.488098832526,18.373613068981
2015-01-31,3.85,0.86307340439304,4.4608025,0.80375782881002,-6.8725991649269,10.21923462629,8.7450401304839,6.8921406649901,47.328237330734,16.217574976427
2014-07-31,3.85,0.74274891372971,5.1834475,0.8029197080292,8.1010948905109,27.640135340041,7.8012166702659,10.679664991977,60.463266384615,36.350870727768
2014-01-31,3.85,0.73721847469498,5.2223325,0.8325824472878,12.935646062354,27.800406008601,9.6950454196181,16.005742009801,94.017132347144,26.280383419595
2013-07-31,3.75,0.77775617343963,4.8215625,0.82297000731529,5.8133686905633,18.765298182087,7.5449134772646,23.034509946436,65.531605261619,26.975076858934
2013-01-31,3.85,0.73694682928627,5.2242575,0.88153218689627,19.61951010089,34.152083451775,11.272736737657,26.128322281276,63.051761668114,39.990178383355
2012-07-31,3.6,0.82484431063637,4.36446,0.83188908145581,0.85407279029464,14.972363996535,3.5323134630578,7.1427815508841,16.577981147701,22.1959225897
2012-01-31,3.5,0.78823946715012,4.440275,0.833885285975,5.7908568052187,21.393970037912,3.4440953716758,18.803886337371,17.162441487994,21.827312921885
2011-07-31,3.5,0.69752031527918,5.017775,0.8610086100861,23.438499384994,43.772332953459,5.4762897432562,32.247623390199,36.291141741749,39.14859341351
